192.168.241.217,None,Edge,Wed Apr 26 13:51:31 2023,make_img,'./imgs/img_raw/3G6R6mTGnMZ9abkR.png', './imgs/img_hot/3G6R6mTGnMZ9abkR.png', './imgs/img_merge/3G6R6mTGnMZ9abkR.png',
192.168.241.217,None,Edge,Wed Apr 26 13:52:50 2023,upload_file,./nii/ECVSNhrbX6Ht89v2zirp4ON1cBOh2Zue.nii,
